"31.0"	"technician"	"single"	"secondary"	"false"	"798.0"	"false"	"false"	"telephone"	"26.0"	"aug"	"10.0"	"-1"	"0"	"unknown"	"false"
"55.0"	"blue-collar"	"divorced"	"primary"	"false"	"8180.0"	"false"	"false"	"cellular"	"14.0"	"may"	"2.0"	"360"	"1"	"failure"	"true"
"29.0"	"admin."	"single"	"secondary"	"false"	"130.0"	"false"	"false"	"unknown"	"4.0"	"jun"	"2.0"	"-1"	"0"	"unknown"	"false"
"36.0"	"entrepreneur"	"married"	"unknown"	"false"	"298.0"	"true"	"false"	"unknown"	"8.0"	"may"	"1.0"	"-1"	"0"	"unknown"	"false"
"37.0"	"admin."	"married"	"secondary"	"false"	"756.0"	"true"	"false"	"cellular"	"20.0"	"apr"	"2.0"	"-1"	"0"	"unknown"	"false"
"44.0"	"management"	"married"	"secondary"	"false"	"-1746.0"	"true"	"false"	"unknown"	"20.0"	"jun"	"1.0"	"-1"	"0"	"unknown"	"false"
"46.0"	"blue-collar"	"single"	"secondary"	"false"	"332.0"	"false"	"false"	"cellular"	"30.0"	"jan"	"4.0"	"-1"	"0"	"unknown"	"false"
"50.0"	"admin."	"married"	"secondary"	"false"	"231.0"	"true"	"false"	"cellular"	"21.0"	"nov"	"2.0"	"-1"	"0"	"unknown"	"false"
"44.0"	"blue-collar"	"married"	"primary"	"false"	"417.0"	"true"	"false"	"unknown"	"2.0"	"jun"	"5.0"	"-1"	"0"	"unknown"	"false"
"32.0"	"management"	"single"	"tertiary"	"false"	"776.0"	"false"	"false"	"cellular"	"25.0"	"aug"	"8.0"	"-1"	"0"	"unknown"	"false"
"34.0"	"admin."	"married"	"secondary"	"false"	"613.0"	"true"	"false"	"cellular"	"4.0"	"jun"	"1.0"	"-1"	"0"	"unknown"	"false"
"27.0"	"management"	"single"	"tertiary"	"false"	"148.0"	"true"	"false"	"cellular"	"31.0"	"jul"	"18.0"	"-1"	"0"	"unknown"	"false"
"44.0"	"services"	"married"	"secondary"	"false"	"983.0"	"false"	"false"	"cellular"	"28.0"	"jan"	"1.0"	"-1"	"0"	"unknown"	"false"
