"39.0"	"entrepreneur"	"married"	"secondary"	"yes"	"0.0"	"no"	"no"	"cellular"	"16.0"	"jul"	"528.0"	"9.0"	"-1"	"0"	"unknown"	"no"
"27.0"	"student"	"single"	"unknown"	"no"	"1444.0"	"no"	"no"	"cellular"	"2.0"	"feb"	"248.0"	"2.0"	"-1"	"0"	"unknown"	"no"
"27.0"	"admin."	"single"	"secondary"	"no"	"1123.0"	"no"	"no"	"cellular"	"17.0"	"aug"	"75.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"51.0"	"management"	"married"	"tertiary"	"no"	"176.0"	"yes"	"yes"	"unknown"	"1.0"	"jun"	"8.0"	"1.0"	"687"	"2"	"failure"	"no"
"36.0"	"admin."	"divorced"	"tertiary"	"no"	"4708.0"	"no"	"no"	"cellular"	"3.0"	"dec"	"284.0"	"1.0"	"171"	"1"	"failure"	"yes"
"32.0"	"technician"	"single"	"tertiary"	"no"	"1246.0"	"yes"	"no"	"cellular"	"30.0"	"apr"	"509.0"	"1.0"	"85"	"2"	"success"	"yes"
"46.0"	"technician"	"divorced"	"secondary"	"no"	"-824.0"	"yes"	"no"	"cellular"	"7.0"	"aug"	"429.0"	"3.0"	"-1"	"0"	"unknown"	"yes"
"31.0"	"admin."	"married"	"secondary"	"no"	"-106.0"	"yes"	"no"	"cellular"	"3.0"	"feb"	"258.0"	"4.0"	"-1"	"0"	"unknown"	"no"
"55.0"	"blue-collar"	"married"	"primary"	"no"	"400.0"	"no"	"no"	"cellular"	"21.0"	"aug"	"137.0"	"4.0"	"-1"	"0"	"unknown"	"no"
"41.0"	"services"	"married"	"secondary"	"no"	"1836.0"	"yes"	"yes"	"cellular"	"15.0"	"apr"	"139.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"40.0"	"blue-collar"	"divorced"	"primary"	"no"	"4168.0"	"yes"	"no"	"cellular"	"29.0"	"jan"	"91.0"	"1.0"	"223"	"3"	"failure"	"no"
"59.0"	"management"	"married"	"secondary"	"no"	"966.0"	"no"	"no"	"telephone"	"21.0"	"jul"	"50.0"	"4.0"	"-1"	"0"	"unknown"	"no"
"53.0"	"blue-collar"	"married"	"secondary"	"no"	"1777.0"	"yes"	"no"	"cellular"	"21.0"	"nov"	"796.0"	"5.0"	"154"	"1"	"failure"	"yes"
"36.0"	"management"	"married"	"primary"	"no"	"392.0"	"no"	"no"	"cellular"	"6.0"	"feb"	"148.0"	"2.0"	"-1"	"0"	"unknown"	"no"
"27.0"	"student"	"single"	"primary"	"yes"	"25.0"	"no"	"no"	"unknown"	"28.0"	"aug"	"8.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"54.0"	"admin."	"married"	"unknown"	"no"	"1044.0"	"yes"	"no"	"cellular"	"29.0"	"jul"	"597.0"	"5.0"	"-1"	"0"	"unknown"	"no"
"41.0"	"housemaid"	"married"	"primary"	"no"	"1618.0"	"yes"	"no"	"cellular"	"7.0"	"jul"	"134.0"	"2.0"	"-1"	"0"	"unknown"	"no"
"49.0"	"unemployed"	"married"	"secondary"	"no"	"769.0"	"yes"	"no"	"unknown"	"14.0"	"may"	"257.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"30.0"	"management"	"married"	"tertiary"	"no"	"49.0"	"yes"	"yes"	"unknown"	"1.0"	"jul"	"359.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"30.0"	"management"	"married"	"tertiary"	"no"	"1185.0"	"yes"	"no"	"cellular"	"18.0"	"nov"	"342.0"	"2.0"	"120"	"4"	"failure"	"no"
"29.0"	"admin."	"single"	"secondary"	"no"	"454.0"	"no"	"no"	"telephone"	"16.0"	"jul"	"127.0"	"11.0"	"-1"	"0"	"unknown"	"no"
"60.0"	"management"	"married"	"tertiary"	"no"	"1573.0"	"no"	"no"	"telephone"	"7.0"	"jul"	"79.0"	"15.0"	"-1"	"0"	"unknown"	"no"
"47.0"	"technician"	"married"	"secondary"	"no"	"0.0"	"no"	"no"	"cellular"	"19.0"	"aug"	"210.0"	"2.0"	"-1"	"0"	"unknown"	"no"
"46.0"	"admin."	"single"	"secondary"	"no"	"9326.0"	"no"	"yes"	"unknown"	"9.0"	"jun"	"105.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"26.0"	"services"	"married"	"secondary"	"no"	"4.0"	"yes"	"no"	"cellular"	"28.0"	"jul"	"201.0"	"2.0"	"-1"	"0"	"unknown"	"no"
"30.0"	"technician"	"single"	"secondary"	"no"	"18.0"	"no"	"no"	"unknown"	"19.0"	"may"	"798.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"27.0"	"management"	"single"	"tertiary"	"no"	"218.0"	"yes"	"no"	"cellular"	"5.0"	"may"	"876.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"42.0"	"management"	"married"	"tertiary"	"no"	"261.0"	"no"	"no"	"cellular"	"27.0"	"may"	"207.0"	"5.0"	"-1"	"0"	"unknown"	"no"
"65.0"	"retired"	"married"	"unknown"	"no"	"679.0"	"no"	"no"	"cellular"	"13.0"	"may"	"593.0"	"2.0"	"178"	"1"	"success"	"no"
"58.0"	"technician"	"married"	"secondary"	"no"	"1463.0"	"yes"	"no"	"cellular"	"12.0"	"aug"	"110.0"	"3.0"	"-1"	"0"	"unknown"	"no"
"27.0"	"admin."	"single"	"secondary"	"no"	"416.0"	"no"	"no"	"unknown"	"17.0"	"aug"	"8.0"	"1.0"	"-1"	"0"	"unknown"	"no"
"30.0"	"technician"	"single"	"secondary"	"no"	"53.0"	"yes"	"no"	"cellular"	"18.0"	"jul"	"352.0"	"5.0"	"-1"	"0"	"unknown"	"no"
"33.0"	"student"	"married"	"secondary"	"no"	"1536.0"	"no"	"no"	"cellular"	"9.0"	"feb"	"359.0"	"1.0"	"92"	"3"	"success"	"yes"
"25.0"	"technician"	"single"	"secondary"	"no"	"1231.0"	"yes"	"no"	"cellular"	"27.0"	"feb"	"412.0"	"5.0"	"-1"	"0"	"unknown"	"yes"
"43.0"	"management"	"married"	"tertiary"	"no"	"2383.0"	"no"	"no"	"cellular"	"13.0"	"aug"	"379.0"	"6.0"	"-1"	"0"	"unknown"	"yes"
"24.0"	"unemployed"	"single"	"secondary"	"no"	"119.0"	"no"	"no"	"unknown"	"15.0"	"sep"	"51.0"	"1.0"	"-1"	"0"	"unknown"	"no"
