proba_no	proba_yes
0.9678949950890172	0.03210500491098282
0.9419642606633473	0.05803573933665267
0.9303725923663073	0.0696274076336924
0.9633544278165528	0.036645572183447175
0.9207468363250352	0.07925316367496434
0.9499909627876562	0.05000903721234356
0.9366703694616569	0.06332963053834302
0.7982255385283559	0.20177446147164413
0.8900922513034998	0.10990774869650016
0.9222062432103724	0.07779375678962759
0.9216666682141004	0.07833333178589938
0.8503369063481055	0.1496630936518946
0.36311861149781605	0.6368813885021839
0.9037133329973368	0.09628666700266306
0.3675281621833368	0.6324718378166634
0.9681212650017177	0.031878734998282136
0.9352590426472642	0.06474095735273593
0.9307817695166818	0.06921823048331756
0.7675084190716003	0.2324915809283997
0.5981462999662813	0.4018537000337185
0.35641235436138385	0.6435876456386161
0.41253213267460487	0.5874678673253951
0.9697758717170801	0.03022412828291985
0.8445803491540839	0.155419650845916
0.9209112473980177	0.07908875260198238
0.9534388880039463	0.046561111996053624
0.9503991698112912	0.04960083018870896
0.9630997740608528	0.0369002259391469
0.9299075730583326	0.07009242694166738
0.9142070200378482	0.08579297996215197
0.47355223365565097	0.5264477663443491
0.8704868780358501	0.12951312196414985
0.326837547560458	0.673162452439542
0.7160000480956659	0.28399995190433414
0.9166134068509922	0.08338659314900772
0.956325905360306	0.04367409463969384
0.3199087934951856	0.6800912065048145
0.8607063178451756	0.1392936821548242
0.40210238808525134	0.597897611914749
0.71589678915228	0.2841032108477197
0.922659804848047	0.07734019515195265
0.8887511273893051	0.11124887261069442
0.9352590426472642	0.06474095735273593
0.7589205168493556	0.24107948315064454
0.6626225876374069	0.3373774123625931
0.5551681924916366	0.4448318075083635
0.9618099883445924	0.03819001165540754
0.5265319636247836	0.47346803637521623
0.8169104437718753	0.18308955622812473
0.9422665671841987	0.0577334328158012
0.9173288548625034	0.08267114513749617
0.8507851719300773	0.14921482806992267
0.8595190548256226	0.14048094517437737
0.9465109128758872	0.05348908712411302
0.7455924977889642	0.25440750221103575
0.9391700408062315	0.060829959193768726
0.9445749748895372	0.05542502511046304
0.9382548329360385	0.06174516706396119
0.8552102901186189	0.14478970988138115
0.9209464156569862	0.07905358434301353
0.9718213004815786	0.028178699518421224
0.9657328916450101	0.03426710835498961
0.9152456079611645	0.0847543920388355
0.9233866475291205	0.07661335247087925
0.6836275095078962	0.31637249049210375
0.8097314075308064	0.1902685924691934
0.8937735157821558	0.10622648421784411
0.9057338978583748	0.09426610214162505
0.8446612762914301	0.15533872370856966
0.7535276552116542	0.24647234478834573
0.40197793450750846	0.5980220654924915
0.9605583761005755	0.0394416238994243
0.8377414588980915	0.16225854110190865
0.9409496132444347	0.05905038675556533
0.8526603911944406	0.14733960880555927
0.9086780172443523	0.0913219827556476
0.8379663005703465	0.16203369942965307
0.8254860277415209	0.1745139722584791
0.9568473171793569	0.04315268282064309
0.2788712195035543	0.7211287804964455
0.9318731594912423	0.06812684050875804
0.8106803293546884	0.18931967064531163
0.8731092642597355	0.12689073574026466
0.9330406886308922	0.06695931136910786
0.848013982499653	0.1519860175003468
0.9374886950191561	0.06251130498084399
0.9499486753452004	0.05005132465479965
0.8292714708795326	0.17072852912046727
0.9407040039774826	0.059295996022516964
0.4647949206865919	0.5352050793134083
0.9388257534311389	0.06117424656886092
0.9533635375106593	0.04663646248934034
0.9369281025334126	0.06307189746658759
0.4248698361649837	0.5751301638350164
0.9560994651662136	0.04390053483378619
0.37693223542131454	0.6230677645786857
0.9092132249352832	0.09078677506471663
0.890347854809535	0.10965214519046461
0.9473628559958108	0.05263714400418922
0.9287422436713355	0.07125775632866453
0.9080654331894652	0.09193456681053462
0.3137114792295776	0.6862885207704226
0.935598851736653	0.06440114826334695
0.9741632692067635	0.025836730793236402
0.9415256049089348	0.05847439509106539
0.825259840544529	0.1747401594554711
0.8731678424667239	0.12683215753327595
0.9040023788238911	0.09599762117610895
0.9525446691092962	0.04745533089070387
0.9232385786331386	0.07676142136686115
0.9631113490230087	0.03688865097699132
0.8937995453173638	0.10620045468263604
0.8312848523723037	0.16871514762769635
0.8975483236291475	0.10245167637085244
0.8807302728092538	0.1192697271907461
0.9319013972732024	0.06809860272679769
0.9124402295138948	0.08755977048610468
0.9031816961493824	0.09681830385061765
0.9178344730269916	0.08216552697300837
0.8988336169050699	0.10116638309493037
0.950184072093281	0.04981592790671861
0.7834558246052368	0.21654417539476306
0.9486167949403249	0.05138320505967519
0.55476027721713	0.44523972278286983
0.933564956004348	0.06643504399565175
0.6833878308943244	0.3166121691056757
0.9652061389815075	0.03479386101849232
0.9510106395875616	0.048989360412438676
0.31923522687959094	0.6807647731204091
0.9433185888356735	0.05668141116432607
0.9632145342512325	0.03678546574876759
0.8227505940286584	0.177249405971342
0.574858930327679	0.42514106967232096
0.9167999403443899	0.08320005965561
0.9632973857703873	0.03670261422961267
0.9268144173556107	0.0731855826443889
0.33454008083047143	0.6654599191695286
0.7511631582971718	0.24883684170282808
0.9160829042881942	0.08391709571180542
0.9512869269002667	0.04871307309973369
0.9333714172028584	0.06662858279714162
0.8764497597972529	0.1235502402027469
0.7828756184838823	0.2171243815161176
0.9587583487248724	0.04124165127512746
0.9582500538941718	0.04174994610582804
0.9667438817334706	0.03325611826652959
0.8125349072091547	0.18746509279084503
0.9371758232903251	0.0628241767096751
0.9646065997398146	0.03539340026018557
0.9621105712685205	0.03788942873147963
0.7966753148271206	0.20332468517287935
0.9283074391981682	0.07169256080183149
0.9108744839804366	0.08912551601956364
0.9248144146363458	0.07518558536365416
0.9087170689106264	0.0912829310893736
0.6385441703074517	0.3614558296925479
0.8883076181030184	0.11169238189698193
0.9446687703479568	0.05533122965204306
0.94688614434777	0.0531138556522299
0.8958506668486411	0.10414933315135871
0.9070955727764809	0.09290442722351887
0.6879037198884609	0.3120962801115391
0.9115115245385179	0.08848847546148204
0.941572434319324	0.05842756568067614
0.36116254250176305	0.6388374574982372
0.9559329502330889	0.0440670497669112
0.9426628139605036	0.05733718603949645
0.912915228703732	0.08708477129626786
0.9055272685473537	0.09447273145264623
0.9611488334902542	0.03885116650974571
0.296234074016398	0.703765925983602
0.4026583979442552	0.5973416020557448
0.9081686855748701	0.09183131442512976
0.8796618934632191	0.12033810653678056
0.4796923539359828	0.5203076460640174
0.8645444322479987	0.13545556775200127
0.9177240306543639	0.08227596934563568
0.8328949484400993	0.1671050515599008
0.5200949734156645	0.47990502658433554
0.832217462216731	0.1677825377832685
0.7958378955998606	0.20416210440013924
0.56897867972663	0.43102132027336987
0.9456448501865863	0.05435514981341376
0.8926394514201	0.1073605485798998
0.9465868286837423	0.05341317131625753
0.8176160628019298	0.18238393719806972
0.8438336134530614	0.15616638654693862
0.8726598307943297	0.12734016920567007
0.9517848387905811	0.048215161209419044
0.2725414447453584	0.727458555254642
0.9400885326981022	0.05991146730189799
0.9202723136258163	0.07972768637418397
0.8761498642610309	0.12385013573896934
0.6659572644325182	0.334042735567482
0.8712134845937026	0.12878651540629732
0.4640195764000092	0.5359804235999909
0.8215511549908336	0.17844884500916616
0.9673321912003766	0.032667808799623235
0.8044319350097918	0.19556806499020798
0.8249548345183275	0.1750451654816727
0.8816844726995202	0.1183155273004798
0.961332215586946	0.03866778441305391
0.8312096395547627	0.1687903604452374
0.880796644755995	0.11920335524400452
0.8821826139430285	0.11781738605697127
0.9504310044754449	0.04956899552455498
0.940026842003753	0.059973157996247126
0.43342222796360763	0.5665777720363924
0.9409907068564444	0.059009293143555575
0.49842018747069916	0.501579812529301
0.9288070854988826	0.07119291450111753
0.9026519263370255	0.09734807366297459
