47	blue-collar	married	unknown	false	1506	true	false	unknown	5	may	1	-1	0	unknown	false	0.9470504370073333	0.05294956299266686	false	true
33	unknown	single	unknown	false	1	false	false	unknown	5	may	1	-1	0	unknown	false	0.9707248054630906	0.02927519453690931	false	true
35	management	married	tertiary	false	231	true	false	unknown	5	may	1	-1	0	unknown	false	0.9579693519928663	0.04203064800713389	false	true
28	management	single	tertiary	false	447	true	true	unknown	5	may	1	-1	0	unknown	false	0.959394828648908	0.04060517135109195	false	true
42	entrepreneur	divorced	tertiary	true	2	true	false	unknown	5	may	1	-1	0	unknown	false	0.9356324797429328	0.06436752025706716	false	true
41	admin.	divorced	secondary	false	270	true	false	unknown	5	may	1	-1	0	unknown	false	0.9505590450355479	0.04944095496445222	false	true
29	admin.	single	secondary	false	390	true	false	unknown	5	may	1	-1	0	unknown	false	0.9547004603530697	0.0452995396469303	false	true
51	retired	married	primary	false	229	true	false	unknown	5	may	1	-1	0	unknown	false	0.9662104571190161	0.03378954288098382	false	true
45	admin.	single	unknown	false	13	true	false	unknown	5	may	1	-1	0	unknown	false	0.97482247436043	0.025177525639570077	false	true
33	services	married	secondary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false	0.9617933488547731	0.0382066511452269	false	true
56	management	married	tertiary	false	779	true	false	unknown	5	may	1	-1	0	unknown	false	0.9541692433147241	0.04583075668527593	false	true
25	services	married	secondary	false	50	true	false	unknown	5	may	1	-1	0	unknown	false	0.9659925303112591	0.034007469688740986	false	true
46	management	single	secondary	false	-246	true	false	unknown	5	may	2	-1	0	unknown	false	0.9655948383696661	0.03440516163033397	false	true
49	management	married	tertiary	false	378	true	false	unknown	5	may	1	-1	0	unknown	false	0.9554577271284392	0.04454227287156079	false	true
53	technician	married	secondary	false	-3	false	false	unknown	5	may	1	-1	0	unknown	false	0.9396315901949721	0.060368409805027876	false	true
36	admin.	divorced	secondary	false	506	true	false	unknown	5	may	1	-1	0	unknown	false	0.9519970543818093	0.04800294561819083	false	true
37	admin.	single	secondary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false	0.9501071312652936	0.04989286873470638	false	true
50	management	married	secondary	false	49	true	false	unknown	5	may	2	-1	0	unknown	false	0.9640578898217473	0.03594211017825272	false	true
58	retired	married	unknown	false	96	true	false	unknown	5	may	1	-1	0	unknown	false	0.9629268256956335	0.03707317430436652	false	true
36	admin.	single	primary	false	-171	true	false	unknown	5	may	1	-1	0	unknown	false	0.9505281610296278	0.04947183897037219	false	true
29	management	single	tertiary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false	0.9581897250236338	0.04181027497636617	false	true
32	management	married	tertiary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false	0.9601054253973877	0.039894574602612226	false	true
42	admin.	single	secondary	false	-76	true	false	unknown	5	may	1	-1	0	unknown	false	0.9486158994921853	0.051384100507814716	false	true
47	blue-collar	married	unknown	false	306	true	false	unknown	5	may	1	-1	0	unknown	false	0.9538023373127598	0.046197662687240265	false	true
40	blue-collar	single	unknown	false	24	true	false	unknown	5	may	1	-1	0	unknown	false	0.9706787907361131	0.02932120926388692	false	true
53	technician	divorced	secondary	false	989	true	false	unknown	5	may	1	-1	0	unknown	false	0.9566357048856393	0.04336429511436063	false	true
57	blue-collar	married	secondary	false	5935	true	true	unknown	5	may	1	-1	0	unknown	false	0.9428746629456214	0.05712533705437853	false	true
49	services	divorced	secondary	false	0	true	true	unknown	5	may	1	-1	0	unknown	false	0.9299545149448513	0.07004548505514865	false	true
55	services	divorced	secondary	true	1	true	false	unknown	5	may	1	-1	0	unknown	false	0.9519487405162625	0.04805125948373748	false	true
42	management	single	secondary	false	50	false	false	unknown	5	may	1	-1	0	unknown	false	0.9611440388899447	0.03885596111005524	false	true
30	technician	married	secondary	false	152	true	true	unknown	5	may	2	-1	0	unknown	false	0.9554630909413254	0.04453690905867466	false	true
46	management	married	tertiary	false	229	true	false	unknown	5	may	1	-1	0	unknown	false	0.9554195078993558	0.04458049210064421	false	true
44	blue-collar	married	secondary	false	-674	true	false	unknown	5	may	1	-1	0	unknown	false	0.9536358219602666	0.04636417803973341	false	true
27	technician	single	tertiary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false	0.9554800819126791	0.04451991808732091	false	true
34	admin.	married	secondary	false	61	false	true	unknown	5	may	1	-1	0	unknown	false	0.9516917233418022	0.04830827665819776	false	true
29	services	divorced	secondary	false	31	true	false	unknown	5	may	1	-1	0	unknown	false	0.9569255339374826	0.04307446606251747	false	true
36	blue-collar	married	primary	false	448	true	false	unknown	5	may	1	-1	0	unknown	false	0.9558816028336027	0.04411839716639728	false	true
44	blue-collar	married	secondary	false	144	true	false	unknown	5	may	2	-1	0	unknown	false	0.9501666863306737	0.049833313669326265	false	true
59	management	divorced	tertiary	false	262	false	false	unknown	5	may	1	-1	0	unknown	false	0.9517392090395947	0.048260790960405184	false	true
43	services	married	secondary	false	41	true	true	unknown	5	may	2	-1	0	unknown	false	0.9624861407583497	0.03751385924165036	false	true
33	technician	single	secondary	false	105	true	false	unknown	5	may	2	-1	0	unknown	false	0.955290685058588	0.04470931494141184	false	true
55	services	married	secondary	false	2476	true	false	unknown	5	may	1	-1	0	unknown	true	0.9541091346919477	0.04589086530805232	false	false
55	management	married	unknown	false	1185	false	false	unknown	5	may	1	-1	0	unknown	false	0.9369960004826857	0.06300399951731415	false	true
38	technician	single	secondary	false	1685	true	false	unknown	5	may	1	-1	0	unknown	false	0.95376655099421	0.04623344900579002	false	true
55	admin.	single	secondary	false	802	true	true	unknown	5	may	2	-1	0	unknown	false	0.9307315970279518	0.06926840297204792	false	true
46	blue-collar	married	secondary	false	265	true	false	unknown	5	may	1	-1	0	unknown	false	0.9500618502536428	0.049938149746357206	false	true
57	unemployed	married	tertiary	false	42	false	false	unknown	5	may	1	-1	0	unknown	false	0.940487182269847	0.05951281773015305	false	true
56	blue-collar	divorced	primary	false	8	true	false	unknown	5	may	2	-1	0	unknown	false	0.9508446265373277	0.04915537346267216	false	true
54	blue-collar	married	primary	false	348	true	false	unknown	5	may	2	-1	0	unknown	false	0.9542590520319522	0.04574094796804776	false	true
51	blue-collar	married	unknown	false	-19	true	false	unknown	5	may	2	-1	0	unknown	false	0.954946933996055	0.04505306600394494	false	true
40	management	married	tertiary	false	-4	true	false	unknown	5	may	1	-1	0	unknown	false	0.9560663378196992	0.04393366218030077	false	true
39	management	married	secondary	false	18	true	false	unknown	5	may	1	-1	0	unknown	false	0.957910399693776	0.04208960030622396	false	true
41	services	married	secondary	false	0	true	false	unknown	5	may	2	-1	0	unknown	false	0.9584770366800371	0.04152296331996287	false	true
60	retired	divorced	secondary	false	216	true	false	unknown	5	may	1	-1	0	unknown	false	0.9514545497221703	0.04854545027782982	false	true
39	technician	single	tertiary	false	47	true	false	unknown	5	may	1	-1	0	unknown	false	0.945460146553022	0.05453985344697794	false	true
35	blue-collar	married	secondary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false	0.9538011955488792	0.04619880445112077	false	true
35	retired	single	primary	false	434	false	false	unknown	5	may	1	-1	0	unknown	false	0.9617430188047897	0.03825698119521026	false	true
60	admin.	divorced	secondary	false	92	true	false	unknown	5	may	1	-1	0	unknown	false	0.9456074572343534	0.05439254276564651	false	true
31	services	married	tertiary	false	37	true	false	unknown	5	may	1	-1	0	unknown	false	0.9718906430719018	0.028109356928098288	false	true
36	admin.	married	tertiary	false	211	true	false	unknown	5	may	2	-1	0	unknown	false	0.9490542181333697	0.05094578186663023	false	true
61	blue-collar	divorced	primary	false	1428	true	false	unknown	5	may	2	-1	0	unknown	false	0.9516177402471899	0.04838225975280999	false	true
44	blue-collar	married	secondary	false	575	true	false	unknown	5	may	1	-1	0	unknown	false	0.9488648308209912	0.05113516917900874	false	true
50	services	married	secondary	false	5699	true	false	unknown	5	may	2	-1	0	unknown	false	0.9496340855987483	0.050365914401251696	false	true
53	retired	married	secondary	false	330	true	false	unknown	5	may	2	-1	0	unknown	false	0.9699723328848561	0.030027667115143923	false	true
48	blue-collar	married	primary	false	278	true	false	unknown	5	may	2	-1	0	unknown	false	0.9527918094269455	0.04720819057305434	false	true
31	services	married	secondary	false	388	true	false	unknown	5	may	2	-1	0	unknown	false	0.9614758700314618	0.0385241299685382	false	true
45	blue-collar	married	primary	false	25	true	false	unknown	5	may	1	-1	0	unknown	false	0.9524087213233754	0.04759127867662457	false	true
