"26.0"	"technician"	"single"	"tertiary"	"false"	"14054.0"	"false"	"false"	"cellular"	"23.0"	"jul"	"178.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"40.0"	"blue-collar"	"married"	"secondary"	"false"	"0.0"	"true"	"true"	"cellular"	"19.0"	"nov"	"53.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"40.0"	"management"	"married"	"tertiary"	"false"	"-1212.0"	"true"	"false"	"cellular"	"15.0"	"may"	"1259.0"	"2.0"	"333"	"18"	"failure"	"false"
"57.0"	"retired"	"married"	"secondary"	"false"	"712.0"	"true"	"true"	"unknown"	"19.0"	"jun"	"824.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"27.0"	"technician"	"single"	"secondary"	"false"	"1601.0"	"false"	"false"	"cellular"	"4.0"	"feb"	"390.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"53.0"	"self-employed"	"married"	"tertiary"	"false"	"2013.0"	"false"	"false"	"cellular"	"19.0"	"aug"	"268.0"	"14.0"	"-1"	"0"	"unknown"	"false"
"54.0"	"retired"	"divorced"	"tertiary"	"false"	"349.0"	"true"	"false"	"cellular"	"12.0"	"may"	"176.0"	"2.0"	"175"	"1"	"failure"	"false"
"80.0"	"retired"	"married"	"secondary"	"false"	"2354.0"	"false"	"false"	"telephone"	"4.0"	"aug"	"199.0"	"2.0"	"181"	"3"	"success"	"false"
"38.0"	"management"	"married"	"tertiary"	"false"	"276.0"	"false"	"false"	"cellular"	"14.0"	"oct"	"322.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"31.0"	"blue-collar"	"single"	"tertiary"	"false"	"403.0"	"false"	"false"	"cellular"	"29.0"	"jan"	"356.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"31.0"	"services"	"married"	"secondary"	"false"	"-704.0"	"true"	"false"	"unknown"	"27.0"	"may"	"195.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"50.0"	"management"	"divorced"	"tertiary"	"false"	"60.0"	"false"	"false"	"cellular"	"19.0"	"aug"	"255.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"33.0"	"admin."	"single"	"secondary"	"false"	"395.0"	"true"	"false"	"unknown"	"12.0"	"may"	"95.0"	"8.0"	"-1"	"0"	"unknown"	"false"
"57.0"	"admin."	"married"	"primary"	"false"	"202.0"	"true"	"false"	"cellular"	"20.0"	"apr"	"207.0"	"1.0"	"346"	"2"	"failure"	"false"
"26.0"	"admin."	"married"	"tertiary"	"false"	"2855.0"	"false"	"false"	"cellular"	"30.0"	"mar"	"52.0"	"3.0"	"-1"	"0"	"unknown"	"false"
"35.0"	"blue-collar"	"married"	"primary"	"false"	"-239.0"	"true"	"false"	"unknown"	"26.0"	"may"	"281.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"33.0"	"management"	"married"	"tertiary"	"false"	"741.0"	"false"	"false"	"cellular"	"5.0"	"feb"	"283.0"	"1.0"	"260"	"1"	"failure"	"false"
"51.0"	"services"	"married"	"primary"	"false"	"294.0"	"false"	"false"	"unknown"	"16.0"	"jun"	"112.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"60.0"	"retired"	"single"	"secondary"	"false"	"-14.0"	"true"	"false"	"unknown"	"20.0"	"may"	"121.0"	"3.0"	"-1"	"0"	"unknown"	"false"
"34.0"	"technician"	"married"	"secondary"	"false"	"603.0"	"true"	"false"	"cellular"	"28.0"	"jul"	"51.0"	"4.0"	"434"	"1"	"failure"	"false"
"27.0"	"services"	"married"	"primary"	"false"	"-90.0"	"false"	"true"	"cellular"	"8.0"	"jul"	"175.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"57.0"	"management"	"married"	"tertiary"	"false"	"113.0"	"false"	"false"	"cellular"	"3.0"	"feb"	"191.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"57.0"	"services"	"divorced"	"secondary"	"false"	"4664.0"	"false"	"false"	"cellular"	"30.0"	"jul"	"103.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"22.0"	"blue-collar"	"married"	"secondary"	"false"	"-295.0"	"true"	"false"	"unknown"	"26.0"	"jun"	"150.0"	"2.0"	"-1"	"0"	"unknown"	"false"
