proba_false	proba_true
0.9785035833645458	0.021496416635454287
0.9876589732184996	0.012341026781500336
0.797080072762015	0.20291992723798524
0.986571098395194	0.013428901604806125
0.9451756892462682	0.05482431075373166
0.98097511721602	0.019024882783979943
0.9502701402466097	0.04972985975339027
0.9383373225371651	0.06166267746283485
0.9668668950283387	0.033133104971661435
0.9734358219592477	0.026564178040752177
0.9337444922557074	0.06625550774429226
0.9648986274035832	0.035101372596416665
0.9612377979504579	0.038762202049542144
0.8869569296126517	0.11304307038734825
0.9547998399392928	0.045200160060707234
0.9810323020825851	0.018967697917414837
0.7326974680393893	0.2673025319606109
0.9856436523184415	0.014356347681558211
0.9832605727853264	0.01673942721467354
0.9776536203064414	0.022346379693558665
0.9806716877255177	0.019328312274482336
0.9607098491168933	0.039290150883106764
0.6057270419868513	0.3942729580131486
0.9869403587500755	0.013059641249924514
0.9606721482936851	0.03932785170631488
0.9397156474513452	0.060284352548654906
0.9042983666358534	0.0957016333641467
0.9458597861141291	0.054140213885870786
0.9481129388547137	0.05188706114528627
0.6559954622935268	0.3440045377064734
0.921720237426661	0.07827976257333892
0.9701960189250941	0.029803981074905714
0.9874278973090216	0.0125721026909785
0.9843872896045152	0.015612710395485056
0.7347190595310549	0.2652809404689453
0.9578743519993221	0.04212564800067767
0.9769652462309634	0.023034753769036548
0.8503648585201289	0.14963514147987123
0.976590291393604	0.023409708606396237
0.9825080495876749	0.01749195041232517
0.9565105974695944	0.04348940253040563
0.9723601667136785	0.02763983328632165
0.969868125538751	0.03013187446124896
0.9611239231098232	0.038876076890176796
0.9712141279238372	0.028785872076163007
0.9770463140470705	0.022953685952929456
0.9269723867326887	0.07302761326731134
0.983712916899499	0.016287083100500935
0.9472047628631188	0.05279523713688141
0.9522245306656093	0.047775469334390655
0.9517300940618734	0.048269905938126356
0.9858637195474578	0.014136280452542291
0.9340922060713115	0.06590779392868844
0.9820463718251122	0.01795362817488779
0.8064560142612508	0.19354398573874923
0.5017267725485015	0.49827322745149843
0.9858985194140293	0.014101480585970761
