58	management	married	tertiary	false	2143	true	false	unknown	5	may	1	-1	0	unknown	false
44	technician	single	secondary	false	29	true	false	unknown	5	may	1	-1	0	unknown	false
33	entrepreneur	married	secondary	false	2	true	true	unknown	5	may	1	-1	0	unknown	false
47	blue-collar	married	unknown	false	1506	true	false	unknown	5	may	1	-1	0	unknown	false
33	unknown	single	unknown	false	1	false	false	unknown	5	may	1	-1	0	unknown	false
35	management	married	tertiary	false	231	true	false	unknown	5	may	1	-1	0	unknown	false
28	management	single	tertiary	false	447	true	true	unknown	5	may	1	-1	0	unknown	false
42	entrepreneur	divorced	tertiary	true	2	true	false	unknown	5	may	1	-1	0	unknown	false
58	retired	married	primary	false	121	true	false	unknown	5	may	1	-1	0	unknown	false
43	technician	single	secondary	false	593	true	false	unknown	5	may	1	-1	0	unknown	false
41	admin.	divorced	secondary	false	270	true	false	unknown	5	may	1	-1	0	unknown	false
29	admin.	single	secondary	false	390	true	false	unknown	5	may	1	-1	0	unknown	false
53	technician	married	secondary	false	6	true	false	unknown	5	may	1	-1	0	unknown	false
58	technician	married	unknown	false	71	true	false	unknown	5	may	1	-1	0	unknown	false
57	services	married	secondary	false	162	true	false	unknown	5	may	1	-1	0	unknown	false
51	retired	married	primary	false	229	true	false	unknown	5	may	1	-1	0	unknown	false
45	admin.	single	unknown	false	13	true	false	unknown	5	may	1	-1	0	unknown	false
57	blue-collar	married	primary	false	52	true	false	unknown	5	may	1	-1	0	unknown	false
60	retired	married	primary	false	60	true	false	unknown	5	may	1	-1	0	unknown	false
33	services	married	secondary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false
28	blue-collar	married	secondary	false	723	true	true	unknown	5	may	1	-1	0	unknown	false
56	management	married	tertiary	false	779	true	false	unknown	5	may	1	-1	0	unknown	false
32	blue-collar	single	primary	false	23	true	true	unknown	5	may	1	-1	0	unknown	false
25	services	married	secondary	false	50	true	false	unknown	5	may	1	-1	0	unknown	false
40	retired	married	primary	false	0	true	true	unknown	5	may	1	-1	0	unknown	false
44	admin.	married	secondary	false	-372	true	false	unknown	5	may	1	-1	0	unknown	false
39	management	single	tertiary	false	255	true	false	unknown	5	may	1	-1	0	unknown	false
52	entrepreneur	married	secondary	false	113	true	true	unknown	5	may	1	-1	0	unknown	false
46	management	single	secondary	false	-246	true	false	unknown	5	may	2	-1	0	unknown	false
36	technician	single	secondary	false	265	true	true	unknown	5	may	1	-1	0	unknown	false
57	technician	married	secondary	false	839	false	true	unknown	5	may	1	-1	0	unknown	false
49	management	married	tertiary	false	378	true	false	unknown	5	may	1	-1	0	unknown	false
60	admin.	married	secondary	false	39	true	true	unknown	5	may	1	-1	0	unknown	false
59	blue-collar	married	secondary	false	0	true	false	unknown	5	may	1	-1	0	unknown	false
