"43.0"	"entrepreneur"	"divorced"	"secondary"	"false"	"3780.0"	"true"	"false"	"cellular"	"9.0"	"jun"	"67.0"	"2.0"	"202"	"3"	"failure"	"false"
"43.0"	"management"	"divorced"	"tertiary"	"false"	"2367.0"	"false"	"false"	"cellular"	"22.0"	"sep"	"83.0"	"1.0"	"113"	"3"	"success"	"true"
"49.0"	"services"	"married"	"secondary"	"false"	"1314.0"	"false"	"false"	"cellular"	"14.0"	"aug"	"834.0"	"14.0"	"-1"	"0"	"unknown"	"true"
"33.0"	"services"	"married"	"secondary"	"false"	"293.0"	"true"	"false"	"cellular"	"20.0"	"nov"	"834.0"	"3.0"	"-1"	"0"	"unknown"	"false"
"37.0"	"blue-collar"	"married"	"primary"	"false"	"5052.0"	"true"	"false"	"unknown"	"20.0"	"jun"	"37.0"	"3.0"	"-1"	"0"	"unknown"	"false"
"57.0"	"admin."	"married"	"secondary"	"false"	"2518.0"	"true"	"false"	"cellular"	"11.0"	"jul"	"82.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"53.0"	"blue-collar"	"married"	"secondary"	"false"	"1626.0"	"false"	"false"	"unknown"	"9.0"	"jun"	"151.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"37.0"	"technician"	"single"	"tertiary"	"false"	"1309.0"	"false"	"false"	"unknown"	"6.0"	"jun"	"442.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"37.0"	"blue-collar"	"married"	"secondary"	"false"	"0.0"	"true"	"false"	"cellular"	"15.0"	"jul"	"129.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"52.0"	"services"	"married"	"secondary"	"false"	"1645.0"	"false"	"false"	"cellular"	"28.0"	"aug"	"248.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"37.0"	"technician"	"single"	"secondary"	"false"	"442.0"	"true"	"false"	"cellular"	"20.0"	"apr"	"51.0"	"4.0"	"349"	"1"	"other"	"false"
"38.0"	"admin."	"married"	"tertiary"	"false"	"69.0"	"false"	"false"	"cellular"	"17.0"	"apr"	"140.0"	"2.0"	"-1"	"0"	"unknown"	"false"
"33.0"	"technician"	"single"	"tertiary"	"false"	"149.0"	"true"	"false"	"cellular"	"19.0"	"nov"	"424.0"	"2.0"	"182"	"1"	"other"	"true"
"26.0"	"technician"	"single"	"secondary"	"false"	"1105.0"	"true"	"false"	"cellular"	"6.0"	"sep"	"415.0"	"1.0"	"297"	"3"	"other"	"true"
"59.0"	"housemaid"	"married"	"primary"	"false"	"88.0"	"true"	"false"	"cellular"	"28.0"	"jul"	"63.0"	"5.0"	"-1"	"0"	"unknown"	"false"
"38.0"	"technician"	"married"	"tertiary"	"false"	"1997.0"	"true"	"false"	"cellular"	"6.0"	"apr"	"90.0"	"10.0"	"-1"	"0"	"unknown"	"false"
