"44.0"	"blue-collar"	"married"	"secondary"	"false"	"1343.0"	"true"	"true"	"cellular"	"8.0"	"may"	"414.0"	"2.0"	"287"	"2"	"failure"	"false"
"27.0"	"student"	"single"	"secondary"	"false"	"980.0"	"false"	"false"	"cellular"	"29.0"	"jan"	"503.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"37.0"	"technician"	"single"	"secondary"	"false"	"-242.0"	"true"	"false"	"cellular"	"13.0"	"aug"	"1149.0"	"6.0"	"-1"	"0"	"unknown"	"true"
"51.0"	"housemaid"	"married"	"secondary"	"false"	"603.0"	"false"	"false"	"cellular"	"25.0"	"aug"	"122.0"	"3.0"	"-1"	"0"	"unknown"	"false"
"59.0"	"retired"	"married"	"secondary"	"false"	"184.0"	"false"	"false"	"cellular"	"8.0"	"jul"	"163.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"50.0"	"entrepreneur"	"married"	"primary"	"false"	"461.0"	"true"	"false"	"unknown"	"15.0"	"may"	"651.0"	"32.0"	"-1"	"0"	"unknown"	"true"
"58.0"	"retired"	"married"	"primary"	"false"	"701.0"	"false"	"false"	"cellular"	"22.0"	"aug"	"137.0"	"4.0"	"-1"	"0"	"unknown"	"false"
"50.0"	"management"	"married"	"tertiary"	"true"	"72.0"	"false"	"false"	"cellular"	"22.0"	"aug"	"171.0"	"13.0"	"-1"	"0"	"unknown"	"false"
"36.0"	"technician"	"single"	"secondary"	"false"	"1228.0"	"true"	"false"	"cellular"	"4.0"	"may"	"303.0"	"3.0"	"-1"	"0"	"unknown"	"true"
"35.0"	"blue-collar"	"single"	"secondary"	"false"	"270.0"	"true"	"false"	"cellular"	"17.0"	"apr"	"216.0"	"1.0"	"-1"	"0"	"unknown"	"false"
"49.0"	"management"	"single"	"tertiary"	"false"	"1.0"	"true"	"false"	"unknown"	"6.0"	"jun"	"59.0"	"3.0"	"-1"	"0"	"unknown"	"false"
"45.0"	"blue-collar"	"married"	"primary"	"false"	"692.0"	"true"	"true"	"cellular"	"27.0"	"aug"	"102.0"	"4.0"	"-1"	"0"	"unknown"	"false"
"31.0"	"blue-collar"	"married"	"secondary"	"false"	"369.0"	"true"	"true"	"unknown"	"14.0"	"may"	"89.0"	"2.0"	"-1"	"0"	"unknown"	"false"
