proba_false	proba_true
0.9721063296098681	0.027893670390132005
0.9645933179047862	0.03540668209521391
0.9844158686918036	0.01558413130819636
0.9276863034101781	0.07231369658982213
0.9236191325069943	0.07638086749300571
0.9437008596828478	0.05629914031715241
0.9534425869977887	0.04655741300221124
0.9754338648748349	0.02456613512516515
0.9666280864035813	0.03337191359641855
0.9720277192144735	0.027972280785526528
0.9729358997155039	0.02706410028449636
0.9606453868020215	0.03935461319797875
0.9634889519931994	0.03651104800680098
0.9718709786878286	0.02812902131217164
0.40092485244079584	0.5990751475592043
0.6226450616234263	0.37735493837657386
0.9546729042608891	0.045327095739111097
0.9673747929218369	0.03262520707816321
0.8100536375610209	0.18994636243897906
0.9602370217455561	0.03976297825444391
0.9472031335210421	0.052796866478958135
0.9760149142221102	0.023985085777889947
0.43541747765075245	0.5645825223492474
0.9845891099237046	0.015410890076295458
0.9714417292268857	0.0285582707731142
0.4515496704719992	0.5484503295280007
0.9602714690420175	0.039728530957982525
0.9390921882592363	0.060907811740763707
0.9630216815006181	0.036978318499382
0.9609583001333633	0.039041699866636775
0.9644641681095191	0.03553583189048108
0.9813832396467326	0.01861676035326749
0.9685668082656579	0.031433191734341885
0.9072494293772502	0.09275057062274986
0.9710077343224743	0.028992265677525476
0.959633269402215	0.040366730597785
0.9646277811927443	0.03537221880725553
0.959409242705796	0.04059075729420398
0.9048827392324656	0.09511726076753435
0.9773698816581516	0.022630118341848426
0.9530106454039096	0.04698935459609065
0.7649913980656798	0.2350086019343203
0.5856811677995245	0.41431883220047555
0.9414586012376701	0.05854139876233026
0.963203308983652	0.0367966910163482
0.7935496982936178	0.20645030170638182
0.9403437526139246	0.05965624738607544
0.9469022696754108	0.05309773032458926
0.777069130375674	0.22293086962432607
0.9785403297114621	0.021459670288538023
0.5139801667675471	0.4860198332324529
0.9782636609674892	0.02173633903251093
0.9684497197771474	0.03155028022285257
0.9443546011521413	0.05564539884785878
0.9726138164498366	0.027386183550163465
0.4700190063427027	0.5299809936572973
0.9572145121921791	0.04278548780782109
0.9252940124929445	0.07470598750705544
0.942929768794705	0.057070231205295203
0.9687190774261174	0.031280922573882874
0.9528226665977914	0.047177333402208824
0.8639337214044993	0.1360662785955008
0.88073510148254	0.11926489851745989
0.9771480526738816	0.022851947326118564
0.9810349890236733	0.01896501097632702
0.551359068657047	0.4486409313429528
0.9818806815966182	0.018119318403381695
0.9310112098455018	0.0689887901544981
0.988874061942187	0.011125938057813008
0.9766920884563879	0.023307911543612315
0.9812498393581337	0.01875016064186625
0.965933501874295	0.034066498125705204
0.9458819162224918	0.05411808377750825
0.9739194327923354	0.026080567207664697
0.9644759287839534	0.03552407121604671
0.9750658700888688	0.02493412991113124
0.9542169879009229	0.04578301209907756
0.9731724292322602	0.02682757076773997
0.9583160099538419	0.041683990046158206
0.9568920888075713	0.043107911192428974
0.6732228552057077	0.32677714479429215
0.9779921818422114	0.022007818157788638
0.9490393725150121	0.0509606274849879
0.969477527674661	0.030522472325339032
0.9532013857758659	0.046798614224134255
0.9823426889219458	0.017657311078054527
0.9698075580024185	0.030192441997581743
0.9161635016042186	0.08383649839578167
0.9786319528599564	0.02136804714004368
0.9744774036358541	0.02552259636414599
0.9677601732754403	0.032239826724560106
0.9644660109512536	0.035533989048746564
0.9384125674648047	0.06158743253519562
0.9406401532294013	0.05935984677059881
0.9772035979297141	0.02279640207028599
0.9325248925737172	0.06747510742628286
0.91179725400335	0.08820274599664996
0.9467987126930002	0.053201287307000085
0.9821935880192453	0.017806411980754718
0.8734990926148904	0.12650090738510955
0.515340446822848	0.4846595531771519
0.9701498824399127	0.02985011756008741
0.9682451342993939	0.031754865700606254
0.9758882107316144	0.024111789268385756
0.970692848517495	0.02930715148250497
0.8170928212620084	0.1829071787379914
0.9842096642026348	0.015790335797365315
0.9786935404726038	0.021306459527396186
0.43238057233723465	0.5676194276627654
