proba_false	proba_true	fold_id
0.8517790656265412	0.14822093437345876	4
0.8682382007460745	0.13176179925392514	0
0.9171349872842474	0.08286501271575253	1
0.9416702754846011	0.05832972451539918	4
0.8229275563099648	0.17707244369003525	1
0.8379884396062784	0.16201156039372167	3
0.9025673327400588	0.09743266725994132	4
0.8960919666156808	0.10390803338431916	1
0.8917270755088059	0.10827292449119442	3
0.9187140566586148	0.08128594334138536	2
0.8797327794242729	0.12026722057572721	4
0.9220337435624307	0.0779662564375691	1
0.9167773707605771	0.08322262923942272	2
0.8769202276159689	0.12307977238403117	2
0.8436864937854675	0.15631350621453258	3
0.8949425609813468	0.10505743901865307	0
0.8867883466181905	0.11321165338180929	0
0.824001410541489	0.1759985894585112	3
0.8700942085484723	0.12990579145152778	4
0.8748282436601361	0.12517175633986363	2
0.8836163256618937	0.11638367433810626	2
0.8612730163986397	0.1387269836013602	0
0.8787019575760133	0.12129804242398678	2
0.8283465164168748	0.17165348358312507	1
0.8863702669736999	0.11362973302630029	4
0.916874898879856	0.08312510112014411	2
0.9058580225018931	0.09414197749810697	4
0.8716636300044338	0.1283363699955663	2
0.8681642768668537	0.13183572313314654	4
0.8612849360332316	0.13871506396676853	1
0.8082394821520938	0.191760517847906	1
0.8981075382922381	0.10189246170776162	0
0.9074696941380946	0.09253030586190518	2
0.8434700444377741	0.1565299555622258	3
0.8841334708070363	0.11586652919296382	2
0.8778548186707735	0.12214518132922653	4
0.8891757618423586	0.11082423815764138	3
0.8411380746671964	0.15886192533280374	0
0.8680266837829759	0.1319733162170243	3
0.8872591329532146	0.11274086704678529	3
0.8558420099121744	0.14415799008782548	1
0.8753159498504486	0.12468405014955121	4
0.8352897076382927	0.16471029236170748	3
0.9128607703078535	0.08713922969214667	2
0.9439231968298512	0.056076803170149035	2
0.9089544709536274	0.09104552904637254	0
0.9480124252179367	0.05198757478206326	4
0.8545312923453829	0.145468707654617	1
0.8201315067599962	0.17986849324000403	0
0.9026568691734191	0.09734313082658085	3
0.8423266940220695	0.15767330597793047	0
0.8329337850393788	0.16706621496062093	1
0.886871947065136	0.11312805293486398	1
0.7629313271626872	0.23706867283731306	0
0.8655251414391507	0.13447485856084918	1
0.9014725859511401	0.09852741404885962	4
0.8995911873049427	0.10040881269505789	1
0.8737167551972127	0.12628324480278702	1
0.8454690829109371	0.15453091708906275	1
0.8878961246917711	0.11210387530822868	4
0.915038948470643	0.08496105152935719	1
0.721426840876062	0.2785731591239385	3
0.9311159126545208	0.06888408734547923	2
0.8559724452344001	0.1440275547656	4
0.8738868161014683	0.12611318389853177	2
0.8453440205971412	0.15465597940285875	1
0.8956659982211431	0.10433400177885675	1
0.8316588764681013	0.1683411235318989	3
0.8346781627823234	0.16532183721767627	3
0.918074024298457	0.08192597570154327	0
0.8912249749226402	0.10877502507736019	2
0.9049708007427673	0.09502919925723276	2
0.9084295751278338	0.09157042487216609	2
0.8615328836856407	0.13846711631435932	3
0.9090581709365256	0.09094182906347463	4
0.8891970877140472	0.11080291228595275	1
0.8896991270792423	0.11030087292075777	1
0.8297111683012475	0.1702888316987521	1
0.8423041911976842	0.15769580880231593	4
0.8767759593400499	0.12322404065995024	4
0.8533255572093665	0.14667444279063344	4
0.9240390307139394	0.07596096928606068	4
0.918722522940215	0.08127747705978511	2
0.927984370655001	0.07201562934499892	4
0.8540852150424044	0.14591478495759544	0
0.8466633958182137	0.15333660418178624	3
0.9532479525326777	0.04675204746732248	2
0.8756691652921265	0.12433083470787365	3
0.8342553658593613	0.16574463414063853	1
0.8554890027089073	0.14451099729109268	4
0.8508236574361767	0.14917634256382328	3
0.8799277681653753	0.12007223183462468	3
0.9401216563618006	0.05987834363819946	2
0.8499038155335126	0.15009618446648795	1
0.765034267093352	0.23496573290664766	1
0.8834318156458284	0.11656818435417117	0
0.8985239996749972	0.10147600032500304	1
0.8957261392772525	0.10427386072274748	1
0.881394153430318	0.11860584656968207	1
0.871029001614805	0.12897099838519505	2
0.8692496642644741	0.13075033573552586	0
0.8931738682381598	0.10682613176183993	0
0.8642852780573621	0.13571472194263778	4
0.8923816536899365	0.10761834631006348	4
0.8403989617373891	0.15960103826261113	2
0.845636159204818	0.15436384079518198	4
0.8789986884784214	0.12100131152157866	2
0.8455542425806464	0.15444575741935374	2
0.8352997207536916	0.16470027924630848	3
0.8599853405407117	0.14001465945928834	2
0.8449907565659848	0.15500924343401498	0
0.8683443718781478	0.1316556281218522	1
0.7842316817875217	0.2157683182124786	3
0.9106387523599747	0.08936124764002519	1
0.8960146152758445	0.10398538472415529	0
0.9322421228124941	0.06775787718750617	2
0.9205545968903687	0.07944540310963143	2
0.831784543646688	0.1682154563533122	3
0.897131896071894	0.10286810392810583	3
0.8784311190545213	0.12156888094547812	2
0.9033539414145355	0.09664605858546457	1
0.8458178761110879	0.1541821238889126	4
0.8191940658953105	0.1808059341046896	2
0.8983893027241474	0.10161069727585272	4
0.8561088082874658	0.1438911917125344	4
0.9409892919685353	0.05901070803146492	4
0.8398785036205801	0.16012149637941986	2
0.8415257577476437	0.15847424225235657	0
0.904838549282427	0.09516145071757286	3
0.898721664223936	0.10127833577606409	2
0.8732010868918542	0.12679891310814573	3
0.8596252689869931	0.14037473101300701	3
0.8980139470135764	0.10198605298642383	1
0.8657480921373147	0.1342519078626853	0
0.8653953936734442	0.13460460632655616	3
0.7942369538715854	0.20576304612841467	4
0.863275877623894	0.13672412237610632	0
0.9146763001809383	0.08532369981906182	2
0.8811291198897401	0.11887088011025997	3
0.868934349477851	0.13106565052214905	1
0.9185143262919452	0.08148567370805493	1
0.9201419310660575	0.07985806893394248	3
0.8735924946013844	0.1264075053986156	1
0.817092716469409	0.18290728353059083	0
0.8936741484894068	0.10632585151059291	2
0.8978634037381569	0.10213659626184318	3
0.9097903938453016	0.09020960615469875	0
0.9225351502508677	0.07746484974913229	4
0.8783582909018278	0.121641709098172	4
0.8614259159210963	0.13857408407890384	0
0.952778754852056	0.04722124514794392	2
0.862756068533115	0.13724393146688535	3
0.8787395930199325	0.12126040698006739	0
0.9381304895695246	0.06186951043047551	2
0.8032268692581931	0.19677313074180694	2
0.8807132416728148	0.119286758327185	2
0.877248064438823	0.12275193556117721	3
0.8525765307507659	0.14742346924923394	4
0.819012512680096	0.1809874873199039	0
0.909888485073201	0.090111514926799	0
0.8865483336700389	0.11345166632996123	3
0.907344260750765	0.09265573924923523	1
0.8707438350704261	0.12925616492957415	4
0.8547031445582115	0.1452968554417884	0
0.8701153554020687	0.12988464459793136	4
0.9241911601602346	0.07580883983976541	0
0.8945957564553356	0.10540424354466461	3
0.850393473580686	0.14960652641931382	2
0.9206418404549281	0.0793581595450719	4
0.8354442607165657	0.16455573928343434	2
0.9198135860719412	0.08018641392805911	1
0.8551903811027922	0.14480961889720778	3
0.8077446379511533	0.1922553620488469	0
0.8808031664597321	0.11919683354026794	1
0.9363531516546455	0.06364684834535436	0
0.8121068245339296	0.18789317546607084	0
0.881262668255765	0.11873733174423469	4
0.8957645388724713	0.10423546112752857	2
0.8596053013704033	0.1403946986295968	3
0.8514311456057136	0.1485688543942867	1
0.8835884313800956	0.11641156861990459	4
0.8856895193331685	0.11431048066683118	2
0.8648287357279011	0.13517126427209894	3
0.8868842966864571	0.11311570331354324	3
0.8905256516186535	0.10947434838134638	3
0.7535724148317527	0.24642758516824748	1
0.9253884001504429	0.07461159984955704	2
0.8922204698808559	0.10777953011914386	4
0.8085417677667063	0.19145823223329375	0
0.8421499136898332	0.15785008631016706	4
0.8093393903595192	0.19066060964048084	0
0.8975685676020531	0.10243143239794689	1
0.7597061109250687	0.24029388907493132	0
