proba_false	proba_true
0.9735098064303851	0.026490193569614955
0.861627765395716	0.13837223460428408
0.9579525139795625	0.04204748602043752
0.9542850372969536	0.045714962703046425
0.8961432748869812	0.10385672511301877
0.9258187948199954	0.07418120518000458
0.9467317393345331	0.0532682606654669
0.8679168055260963	0.13208319447390368
0.9477730421077766	0.05222695789222343
0.9815374209616812	0.0184625790383188
0.9475349253126498	0.05246507468735013
0.9129102275319261	0.08708977246807391
0.9244939459722853	0.0755060540277147
0.9275431566014338	0.07245684339856613
0.0019572052443506127	0.9980427947556494
0.6227293015692033	0.37727069843079675
0.9456727928394532	0.054327207160546835
0.9610789369257531	0.03892106307424693
0.4955953786432241	0.5044046213567759
0.922627289786736	0.07737271021326401
0.8286112277816193	0.17138877221838072
0.9484656889378322	0.05153431106216773
0.2915176309706248	0.7084823690293752
0.983429612280396	0.016570387719603914
0.9446052138459697	0.05539478615403027
0.3315379092266896	0.6684620907733104
0.9645182578849021	0.0354817421150979
0.9600260409535387	0.03997395904646129
0.9558665435989571	0.04413345640104297
0.9433695150171071	0.05663048498289295
0.9758648151951355	0.024135184804864505
0.940086413521156	0.059913586478844025
0.9462786978278426	0.053721302172157474
0.7942799660776173	0.20572003392238267
0.9754525734522917	0.024547426547708216
0.9555249038752748	0.0444750961247252
0.9490109711611235	0.05098902883887651
0.9535803534781035	0.04641964652189646
0.8725079660259663	0.12749203397403375
0.9861124324851335	0.013887567514866512
0.9230732225873663	0.07692677741263367
0.6958272690351408	0.30417273096485925
0.3257837091053447	0.6742162908946553
0.9404461375588921	0.05955386244110798
0.9765990422172327	0.023400957782767257
0.7706471336914436	0.2293528663085564
0.9421158692815464	0.057884130718453594
0.9733325812797612	0.02666741872023877
0.7847773759401384	0.21522262405986162
0.96543564436533	0.03456435563467001
0.0004302565144412851	0.9995697434855587
0.9753528306533722	0.024647169346627786
0.9762045142045593	0.02379548579544069
0.8980724363552525	0.10192756364474752
0.928379495467693	0.07162050453230698
0.15500665948232717	0.8449933405176728
0.8913143037336031	0.10868569626639688
0.9519435189542201	0.04805648104577991
0.9039511741102353	0.09604882588976475
0.9506658037795019	0.04933419622049802
0.9816242407754946	0.018375759224505444
0.8291511223058156	0.17084887769418441
0.8834449894242835	0.11655501057571648
0.9280161422845755	0.07198385771542445
0.9805690292930984	0.0194309707069016
0.5520930019213729	0.4479069980786271
0.9867583230275481	0.013241676972451957
0.9082070387697775	0.09179296123022247
0.9754402104137647	0.024559789586235288
0.9732726705000012	0.026727329499998773
0.9799320239171103	0.020067976082889724
0.9474457708998902	0.05255422910010978
0.9270611528717669	0.07293884712823301
0.9187544985788347	0.08124550142116521
0.9580257917667513	0.04197420823324866
0.9711812611798337	0.02881873882016633
0.9222530037226593	0.07774699627734073
0.9640040406569981	0.03599595934300191
0.977480602482853	0.022519397517147002
0.9691696506176163	0.030830349382383684
0.37632968364831487	0.6236703163516851
0.9249299798045352	0.07507002019546484
0.9547993210254718	0.045200678974528154
0.8848404788613989	0.11515952113860108
0.9533487648538439	0.046651235146156114
0.9704035735512437	0.029596426448756256
0.9681666829596951	0.031833317040304926
0.9630947691755072	0.036905230824492805
0.9021293874178169	0.0978706125821831
0.9684597074905024	0.03154029250949761
0.9468736146813994	0.05312638531860056
0.934168804071571	0.06583119592842906
0.9499991216146499	0.050000878385350014
0.9057004745086752	0.09429952549132478
0.9484737426498288	0.05152625735017121
0.8650994228469981	0.13490057715300183
0.7158092755138394	0.2841907244861606
0.9686567704036009	0.03134322959639912
0.9805639404908651	0.019436059509134865
0.8707135908983938	0.1292864091016061
0.45085531280934	0.54914468719066
0.9537648056220793	0.046235194377920646
0.9299297017669892	0.07007029823301086
0.906763348019373	0.09323665198062706
